Timestamp,Uid,Time,Name,Target,Info,State,Version
4/5/2017 16:41:32,Windows-Firefox-0838658060845825,1491424890490,mousedown,div#sn6.sudoku-answer,"{""which"":1,""pageX"":701,""pageY"":241}",#puzzle=0020300010000030&answer=4103020403422401&work=&seed=8&gentime=1491424852753&elapsed=35539&size=2,A
4/5/2017 16:43:12,Windows-Firefox-0838658060845825,1491424989852,mousedown,input#nextbutton,"{""which"":3,""pageX"":792,""pageY"":387}",#puzzle=0020300010000030&answer=4103021403422401&work=&seed=8&gentime=1491424852753&elapsed=37793&size=2,A
4/5/2017 16:43:13,Windows-Firefox-0838658060845825,1491424991234,mousedown,td,"{""which"":1,""pageX"":1123,""pageY"":284}",#puzzle=0020300010000030&answer=4103021403422401&work=&seed=8&gentime=1491424852753&elapsed=37793&size=2,A
4/5/2017 16:43:14,Windows-Firefox-0838658060845825,1491424992778,mousedown,input#nextbutton,"{""which"":1,""pageX"":759,""pageY"":386}",#puzzle=0020300010000030&answer=4103021403422401&work=&seed=8&gentime=1491424852753&elapsed=37793&size=2,A
4/5/2017 16:43:15,Windows-Firefox-0838658060845825,1491424992997,setupgame,document,"{""seed"":9}",#puzzle=0020300010000030&answer=4103021403422401&work=&seed=8&gentime=1491424852753&elapsed=37793&size=2,A
4/5/2017 16:43:15,Windows-Firefox-0838658060845825,1491424993088,mousedown,input#nextbutton,"{""which"":1,""pageX"":759,""pageY"":386}",#puzzle=0400000300200100&answer=&work=&seed=9&gentime=1491424993040&elapsed=0&size=2,A
4/5/2017 16:43:15,Windows-Firefox-0838658060845825,1491424993239,setupgame,document,"{""seed"":10}",#puzzle=0400000300200100&answer=&work=&seed=9&gentime=1491424993040&elapsed=0&size=2,A
4/5/2017 16:43:21,Windows-Firefox-0838658060845825,1491424999521,mousedown,div#sn6.sudoku-answer,"{""which"":1,""pageX"":694,""pageY"":257}",#puzzle=0000120020000030&answer=&work=&seed=10&gentime=1491424993264&elapsed=0&size=2,A
4/5/2017 16:43:22,Windows-Firefox-0838658060845825,1491425000792,mousedown,div.sudoku-answer.nk3,"{""which"":1,""pageX"":396,""pageY"":258}",#puzzle=0000120020000030&answer=0000000000000000&work=&seed=10&gentime=1491424993264&elapsed=6316&size=2,A
4/5/2017 16:43:23,Windows-Firefox-0838658060845825,1491425001797,mousedown,div#sn6.sudoku-answer,"{""which"":1,""pageX"":705,""pageY"":254}",#puzzle=0000120020000030&answer=0000000000000000&work=&seed=10&gentime=1491424993264&elapsed=6316&size=2,A
4/5/2017 16:43:30,Windows-Firefox-0838658060845825,1491425008451,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":396,""pageY"":290}",#puzzle=0000120020000030&answer=0000003000000000&work=&seed=10&gentime=1491424993264&elapsed=8586&size=2,A
4/5/2017 16:43:31,Windows-Firefox-0838658060845825,1491425009825,mousedown,div#sn6.sudoku-answer,"{""which"":1,""pageX"":699,""pageY"":235}",#puzzle=0000120020000030&answer=0000003000000000&work=&seed=10&gentime=1491424993264&elapsed=8586&size=2,A
4/5/2017 16:43:33,Windows-Firefox-0838658060845825,1491425011470,mousedown,div.sudoku-answer.nk3,"{""which"":1,""pageX"":400,""pageY"":258}",#puzzle=0000120020000030&answer=0000004000000000&work=&seed=10&gentime=1491424993264&elapsed=16597&size=2,A
4/5/2017 16:43:34,Windows-Firefox-0838658060845825,1491425012725,mousedown,div#sn7.sudoku-answer,"{""which"":1,""pageX"":757,""pageY"":245}",#puzzle=0000120020000030&answer=0000004000000000&work=&seed=10&gentime=1491424993264&elapsed=16597&size=2,A
4/5/2017 16:43:37,Windows-Firefox-0838658060845825,1491425015290,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":395,""pageY"":302}",#puzzle=0000120020000030&answer=0000004300000000&work=&seed=10&gentime=1491424993264&elapsed=19494&size=2,A
4/5/2017 16:43:40,Windows-Firefox-0838658060845825,1491425018854,mousedown,div#sn12.sudoku-answer,"{""which"":1,""pageX"":607,""pageY"":343}",#puzzle=0000120020000030&answer=0000004300000000&work=&seed=10&gentime=1491424993264&elapsed=19494&size=2,A
4/5/2017 16:43:43,Windows-Firefox-0838658060845825,1491425021924,mousedown,td#leftlayout,"{""which"":1,""pageX"":366,""pageY"":295}",#puzzle=0000120020000030&answer=0000004300004000&work=&seed=10&gentime=1491424993264&elapsed=25622&size=2,A
4/5/2017 16:43:47,Windows-Firefox-0838658060845825,1491425024892,mousedown,div.sudoku-answer.nk3,"{""which"":1,""pageX"":397,""pageY"":255}",#puzzle=0000120020000030&answer=0000004300004000&work=&seed=10&gentime=1491424993264&elapsed=25622&size=2,A
4/5/2017 16:43:48,Windows-Firefox-0838658060845825,1491425026124,mousedown,div#sn9.sudoku-answer,"{""which"":1,""pageX"":656,""pageY"":297}",#puzzle=0000120020000030&answer=0000004300004000&work=&seed=10&gentime=1491424993264&elapsed=25622&size=2,A
4/5/2017 16:43:50,Windows-Firefox-0838658060845825,1491425028303,mousedown,div.sudoku-answer.nk1,"{""which"":1,""pageX"":404,""pageY"":197}",#puzzle=0000120020000030&answer=0000004303004000&work=&seed=10&gentime=1491424993264&elapsed=32885&size=2,A
4/5/2017 16:43:52,Windows-Firefox-0838658060845825,1491425030818,mousedown,div#sn13.sudoku-answer,"{""which"":1,""pageX"":636,""pageY"":351}",#puzzle=0000120020000030&answer=0000004303004000&work=&seed=10&gentime=1491424993264&elapsed=32885&size=2,A
4/5/2017 16:43:55,Windows-Firefox-0838658060845825,1491425033891,mousedown,div.sudoku-answer.nk2,"{""which"":1,""pageX"":392,""pageY"":237}",#puzzle=0000120020000030&answer=0000004303004100&work=&seed=10&gentime=1491424993264&elapsed=37571&size=2,A
4/5/2017 16:43:57,Windows-Firefox-0838658060845825,1491425035436,mousedown,div#sn10.sudoku-answer,"{""which"":1,""pageX"":720,""pageY"":302}",#puzzle=0000120020000030&answer=0000004303004100&work=&seed=10&gentime=1491424993264&elapsed=37571&size=2,A
4/5/2017 16:44:10,Windows-Firefox-0838658060845825,1491425048518,mousedown,div.sudoku-answer.nk1,"{""which"":1,""pageX"":403,""pageY"":190}",#puzzle=0000120020000030&answer=0000004303204100&work=&seed=10&gentime=1491424993264&elapsed=42201&size=2,A
4/5/2017 16:44:12,Windows-Firefox-0838658060845825,1491425049939,mousedown,div#sn10.sudoku-answer,"{""which"":1,""pageX"":704,""pageY"":284}",#puzzle=0000120020000030&answer=0000004303204100&work=&seed=10&gentime=1491424993264&elapsed=42201&size=2,A
4/5/2017 16:44:13,Windows-Firefox-0838658060845825,1491425051241,mousedown,div.sudoku-answer.nk2,"{""which"":1,""pageX"":391,""pageY"":218}",#puzzle=0000120020000030&answer=0000004303104100&work=&seed=10&gentime=1491424993264&elapsed=56705&size=2,A
4/5/2017 16:44:14,Windows-Firefox-0838658060845825,1491425052391,mousedown,div#sn11.sudoku-answer,"{""which"":1,""pageX"":768,""pageY"":297}",#puzzle=0000120020000030&answer=0000004303104100&work=&seed=10&gentime=1491424993264&elapsed=56705&size=2,A
4/5/2017 16:44:20,Windows-Firefox-0838658060845825,1491425058216,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":394,""pageY"":298}",#puzzle=0000120020000030&answer=0000004303124100&work=&seed=10&gentime=1491424993264&elapsed=59159&size=2,A
4/5/2017 16:44:23,Windows-Firefox-0838658060845825,1491425061601,mousedown,div#sn15.sudoku-answer,"{""which"":1,""pageX"":733,""pageY"":359}",#puzzle=0000120020000030&answer=0000004303144100&work=&seed=10&gentime=1491424993264&elapsed=66065&size=2,A
4/5/2017 16:44:21,Windows-Firefox-0838658060845825,1491425059306,mousedown,div#sn11.sudoku-answer,"{""which"":1,""pageX"":740,""pageY"":287}",#puzzle=0000120020000030&answer=0000004303124100&work=&seed=10&gentime=1491424993264&elapsed=59159&size=2,A
4/5/2017 16:44:22,Windows-Firefox-0838658060845825,1491425060384,mousedown,div.sudoku-answer.nk2,"{""which"":1,""pageX"":392,""pageY"":221}",#puzzle=0000120020000030&answer=0000004303144100&work=&seed=10&gentime=1491424993264&elapsed=66065&size=2,A
4/5/2017 16:44:27,Windows-Firefox-0838658060845825,1491425065557,mousedown,div.sudoku-answer.nk1,"{""which"":1,""pageX"":407,""pageY"":185}",#puzzle=0000120020000030&answer=0000004303144102&work=&seed=10&gentime=1491424993264&elapsed=68363&size=2,A
4/5/2017 16:44:28,Windows-Firefox-0838658060845825,1491425066732,mousedown,td#sc0.sudoku-cell,"{""which"":1,""pageX"":624,""pageY"":210}",#puzzle=0000120020000030&answer=0000004303144102&work=&seed=10&gentime=1491424993264&elapsed=68363&size=2,A
